Age,Nationality1,Nationality2,Locality,Special Need,Support,Student Type,Profession,Professional Situation,Professional Group,Mother's Profession,Mother's Habilitation,Mother's Professional Situation,Mother's Professional Group,Father's Profession,Father's Habilitation,Father's Professional Group,Father's Professional Situation,Academic Year,Course,Faculty,Scholarship,Admission,Status,DGES Info,Admission Category,Admission Grade
51,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Reformado,Outra situação,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,Outra situação,202324,ENGENHARIA INFORMÁTICA (1.º ciclo),Faculdade de Ciências e Tecnologia,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
49,Portugal,Unknown,LOULÉ,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,Pessoal de apoio directo a clientes ,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Trabalhadores dos serviços pessoais,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhadores dos serviços pessoais,Reformado,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
48,Portugal,Unknown,TAVIRA,No,No,Estudante a Tempo Parcial,Outra situação,Trabalhador por conta de outrem,Professores,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,"Directores de hotelaria, restauração, comércio e de outros serviços ",Membros das Forças Armadas,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Oficiais das Forças Armadas,Reformado,202324,"LÍNGUAS, LITERATURAS E CULTURAS (1.º ciclo)",Faculdade de Ciências Humanas e Sociais,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
49,Portugal,Unknown,PARCHAL,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Não disponível,Outra situação,Trabalhadores dos cuidados pessoais e similares,Outra situação,Não disponível,"Trabalhadores não qualificados da indústria extractiva, construção, indústria transformadora e transportes",Reformado,202324,GESTÃO (1.º ciclo) - Portimão,"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
52,Portugal,Unknown,QUARTEIRA,No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,202324,ENGENHARIA MECÂNICA (1.º ciclo),Instituto Superior de Engenharia,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
48,Portugal,Unknown,Unknown,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Técnicos e profissões das ciências e engenharia, de nível intermédio",Outra situação,Não disponível,Doméstico,Não sabe,Outra situação,Não disponível,Não sabe,Reformado,202324,ENGENHARIA MECÂNICA (1.º ciclo),Instituto Superior de Engenharia,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
48,Portugal,Unknown,OLHÃO,No,No,CE / MC,Outra situação,Trabalhador por conta própria como isolado,"Especialistas em assuntos jurídicos, sociais, artísticos e culturais",Unknown,Ensino secundário - 12.º  ou equivalente,Doméstico,"Agricultores e trabalhadores qualificados da agricultura e produção animal, orientados para o mercado",Unknown,Ensino secundário - 12.º  ou equivalente,"Técnicos de nível intermédio, das áreas financeira, administrativa e dos negócios",Outra situação,202324,CIÊNCIAS BIOMÉDICAS (1.º ciclo),Faculdade de Medicina e Ciências Biomédicas,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
51,Portugal,Unknown,FARO,No,No,CE / MC,Outra situação,Trabalhador por conta própria como isolado,"Técnicos e profissionais, de nível intermédio da saúde",Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Reformado,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Outra situação,Ensino superior - licenciatura,"Técnicos e profissões das ciências e engenharia, de nível intermédio",Reformado,202324,ENGENHARIA CIVIL (1.º ciclo),Instituto Superior de Engenharia,No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
50,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,Desempregado,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Não sabe,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Não sabe,Outra situação,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
47,Portugal,Unknown,ALVOR,No,No,Estudante a Tempo Parcial,Outros Recepcionistas e Trabalhadores Similares,Trabalhador por conta de outrem,Pessoal administrativo,Unknown,Não disponível,Outra situação,Outra situação,Unknown,Não disponível,Outra situação,Outra situação,202324,PATRIMÓNIO CULTURAL E ARQUEOLOGIA (1.º ciclo),Faculdade de Ciências Humanas e Sociais,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Unknown,Unknown
48,Portugal,Unknown,LOULÉ,No,No,CE / MC,Outra situação,Trabalhador por conta própria como empregador,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Não disponível,Outra situação,Não sabe,Outra situação,Ensino superior - bacharelato,"Especialistas das ciências físicas, matemáticas, engenharias e técnicas afins",Trabalhador por conta própria como empregador,202324,ENGENHARIA CIVIL (1.º ciclo),Instituto Superior de Engenharia,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
47,Portugal,Unknown,FARO,No,No,Candidato a Bolsa (comprovativo na matricula),Unknown,"Aluno, estudante",Unknown,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Trabalhadores dos serviços pessoais,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores não qualificados da agricultura, produção animal, pesca e floresta ",Reformado,202324,TURISMO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",Recusada,Reingresso,0,14 - Reingresso,Reingresso,Unknown
46,Portugal,Unknown,MONCARAPACHO,No,No,CE / MC,Outra situação,Trabalhador por conta própria como isolado,Trabalhadores dos serviços pessoais,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Não sabe,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhadores dos serviços pessoais,Outra situação,202324,PSICOLOGIA (1.º ciclo),Faculdade de Ciências Humanas e Sociais,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
48,Portugal,Unknown,VILA REAL SANTO ANTÓNIO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo",Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Não sabe,Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Não sabe,Reformado,202324,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
44,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,"Directores de hotelaria, restauração, comércio e de outros serviços ",Outra situação,Não disponível,Reformado,Trabalhadores de limpeza,Outra situação,Não disponível,Não sabe,Reformado,202324,GESTÃO HOTELEIRA (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,Reingresso,1,14 - Reingresso,Reingresso,Unknown
44,Portugal,Unknown,FARO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Directores de hotelaria, restauração, comércio e de outros serviços ",Outra situação,Não disponível,Reformado,Trabalhadores de limpeza,Outra situação,Não disponível,Não sabe,Reformado,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
51,Portugal,Unknown,FARO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,Pessoal de apoio directo a clientes ,Outra situação,Ensino superior - licenciatura,Outra situação,Directores de serviços administrativos e comerciais,Outra situação,Ensino superior - licenciatura,Professores,Reformado,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
68,Portugal,Unknown,SILVES,No,No,Estudante a Tempo Inteiro,Outra situação,"Aluno, estudante","Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Trabalhadores de limpeza,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores qualificados da metalurgia, metalomecânica e similares",Reformado,202324,ENGENHARIA MECÂNICA (1.º ciclo),Instituto Superior de Engenharia,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
43,Portugal,Unknown,LOULÉ,No,No,CE / MC,Outra situação,Trabalhador por conta própria como empregador,Profissionais de saúde,Unknown,Não disponível,Outra situação,Trabalhadores de limpeza,Unknown,Não disponível,"Trabalhadores não qualificados da indústria extractiva, construção, indústria transformadora e transportes",Outra situação,202324,IMAGEM MÉDICA E RADIOTERAPIA (1.º ciclo),Escola Superior de Saúde,No,Titulares de cursos médios e superiores,1,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
41,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Parcial,Outra situação,Trabalhador por conta de outrem,Outro pessoal de apoio de tipo administrativo ,Unknown,Ensino secundário - 12.º  ou equivalente,Reformado,Não sabe,Unknown,Ensino secundário - 12.º  ou equivalente,Não sabe,Outra situação,202324,GESTÃO (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Unknown,Unknown
42,Portugal,Unknown,PORTIMÃO,No,No,CE / MC,Outra situação,"Aluno, estudante",Não sabe,Unknown,Ensino secundário - 12.º  ou equivalente,Doméstico,Não sabe,Unknown,Ensino secundário - 12.º  ou equivalente,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Reformado,202324,TURISMO (1.º ciclo) - Portimão,"Escola Superior de Gestão, Hotelaria e Turismo",No,Maiores de 23 anos,0,5 -Concurso especial maiores de 23 anos,Maiores de 23 anos ,Unknown
44,Portugal,Unknown,MONCARAPACHO,No,No,CE / MC,Outra situação,Desempregado,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Reformado,"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato ",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Profissionais de saúde,Reformado,202324,GESTÃO MARINHA E COSTEIRA (1.º ciclo),Faculdade de Ciências e Tecnologia,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
45,Portugal,Unknown,ALMANCIL,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,Professores,Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Desempregado,"Agricultores e trabalhadores qualificados da agricultura e produção animal, orientados para o mercado",Unknown,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Agricultores e trabalhadores qualificados da agricultura e produção animal, orientados para o mercado",Desempregado,202324,CIÊNCIAS DA EDUCAÇÃO E DA FORMAÇÃO (1.º ciclo),Faculdade de Ciências Humanas e Sociais,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
41,Portugal,Unknown,VILA NOVA DE CACELA,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,Outro pessoal de apoio de tipo administrativo ,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Doméstico,Não sabe,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato ",Reformado,202324,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
39,Portugal,Unknown,TAMEL (SÃO VERÍSSIMO),No,No,Estudante a Tempo Inteiro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,202324,BIOLOGIA MARINHA (1.º ciclo),Faculdade de Ciências e Tecnologia,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
39,Portugal,Unknown,FARO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,Pessoal dos serviços de protecção e segurança ,Outra situação,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta própria como empregador,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Trabalhadores não qualificados da indústria extractiva, construção, indústria transformadora e transportes",Reformado,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
45,Portugal,Unknown,PORCHES,No,No,Estudante a Tempo Inteiro,Outra situação,"Aluno, estudante",Vendedores,Outra situação,Ensino secundário - 12.º  ou equivalente,Outra situação,Não sabe,Outra situação,Não disponível,Não sabe,Outra situação,202324,GESTÃO DE EMPRESAS (1.º ciclo),Faculdade de Economia,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
38,Portugal,Unknown,SÃO BRÁS DE ALPORTEL,No,No,CE / MC,Outra situação,Trabalhador por conta própria como isolado,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Ensino superior - bacharelato,Trabalhador por conta de outrem,Directores de serviços administrativos e comerciais,Outra situação,Ensino secundário - 12.º  ou equivalente,"Representantes do poder legislativo e de órgãos executivos, dirigentes superiores da Administração Pública, de organizações especializadas, directores e gestores de empresas",Trabalhador por conta própria como empregador,202324,ARTES VISUAIS (1.º ciclo),Faculdade de Ciências Humanas e Sociais,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
36,Portugal,Unknown,STA CATARINA FONTE BISPO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,Professores,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Não sabe,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,"Agricultores, criadores de animais, pescadores, caçadores e colectores, de subsistência ",Reformado,202324,"LÍNGUAS, LITERATURAS E CULTURAS (1.º ciclo)",Faculdade de Ciências Humanas e Sociais,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
43,Portugal,Unknown,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta própria como isolado,Técnicos das tecnologias de informação e comunicação ,Unknown,Ensino superior - mestrado,Outra situação,Profissionais de saúde,Unknown,Ensino superior - licenciatura,Profissionais de saúde,Outra situação,202324,ENFERMAGEM (1.º ciclo),Escola Superior de Saúde,No,FASE 2,0,1 - Concurso nacional de acesso,Unknown,149.70000000000002
57,Portugal,Unknown,FARO,No,No,Estudante a Tempo Parcial,Outros Técnicos de Segurança Aérea,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Reformado,Outra situação,Unknown,Ensino superior - bacharelato,Técnicos e profissões de nível intermédio,Outra situação,202324,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Unknown,Unknown
37,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Unknown,Trabalhador por conta de outrem,Técnicos e profissões de nível intermédio,Outra situação,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,Trabalhadores dos cuidados pessoais e similares,Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Agricultores, criadores de animais, pescadores, caçadores e colectores, de subsistência ",Reformado,202324,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,150.1
34,Portugal,Unknown,LAGOA,No,No,Candidato a Bolsa (comprovativo na matricula),Outra situação,Trabalhador por conta de outrem,"Operadores de dados, de contabilidade, estatística, de serviços financeiros e relacionados com o registo",Outra situação,Ensino secundário - 12.º  ou equivalente,Reformado,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Ensino secundário - 12.º  ou equivalente,"Técnicos e profissões das ciências e engenharia, de nível intermédio",Reformado,202324,GESTÃO (1.º ciclo) - Regime Noturno - Portimão,"Escola Superior de Gestão, Hotelaria e Turismo",No,Maiores de 23 anos,0,5 -Concurso especial maiores de 23 anos,Maiores de 23 anos ,Unknown
35,Portugal,Unknown,FARO,No,No,Candidato a Bolsa (comprovativo na matricula),Outra situação,Trabalhador por conta própria como isolado,Trabalhadores dos serviços pessoais,Outra situação,Ensino secundário - 12.º  ou equivalente,Desempregado,Trabalhadores dos serviços pessoais,Outra situação,Ensino secundário - 12.º  ou equivalente,Directores de serviços administrativos e comerciais,Reformado,202324,CIÊNCIAS DA COMUNICAÇÃO (1.º ciclo),Escola Superior de Educação e Comunicação,No,Reingresso,1,14 - Reingresso,Reingresso,Unknown
35,Portugal,Unknown,FARO,No,No,Candidato a Bolsa (comprovativo na matricula),Outra situação,Trabalhador por conta própria como isolado,Trabalhadores dos serviços pessoais,Outra situação,Ensino secundário - 12.º  ou equivalente,Desempregado,Trabalhadores dos serviços pessoais,Outra situação,Ensino secundário - 12.º  ou equivalente,Directores de serviços administrativos e comerciais,Reformado,202324,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,No,Maiores de 23 anos,0,5 -Concurso especial maiores de 23 anos,Maiores de 23 anos ,Unknown
35,Portugal,Unknown,LOULÉ,No,No,CE / MC,Outra situação,Desempregado,Profissionais de saúde,Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Outra situação,Ensino secundário - 12.º  ou equivalente,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Reformado,202324,ENGENHARIA INFORMÁTICA (1.º ciclo),Faculdade de Ciências e Tecnologia,No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
35,Portugal,Unknown,LAGOA,No,No,Estudante a Tempo Inteiro,Unknown,Desempregado,Outra situação,Unknown,Ensino superior - bacharelato,Trabalhador familiar não remunerado,Outra situação,Unknown,Ensino superior - licenciatura,Outra situação,Trabalhador por conta de outrem,202324,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
33,Portugal,Unknown,OLHÃO,No,No,Candidato a Bolsa (comprovativo na matricula),Outra situação,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Ensino superior - licenciatura,Reformado,Professores,Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Directores de hotelaria, restauração, comércio e de outros serviços ",Desempregado,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",Recusada,FASE 1,0,1 - Concurso nacional de acesso,Unknown,144.4
46,Portugal,Unknown,SILVES,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,Vendedores,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Trabalhador por conta de outrem,Não sabe,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Pessoal de apoio directo a clientes ,Trabalhador por conta de outrem,202324,EDUCAÇÃO SOCIAL (1.º ciclo),Escola Superior de Educação e Comunicação,No,Titulares de cursos médios e superiores,1,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
52,Portugal,Unknown,ALMANCIL,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta própria como isolado,Trabalhadores qualificados em electricidade e em electrónica,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Outra situação,Não sabe,Outra situação,Não disponível,Trabalhadores qualificados em electricidade e em electrónica,Outra situação,202324,ENGENHARIA ELETROTÉCNICA E DE COMPUTADORES (1.º ciclo),Instituto Superior de Engenharia,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
31,Portugal,Unknown,SILVES,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,"Directores de hotelaria, restauração, comércio e de outros serviços ",Trabalhador por conta própria como isolado,202324,EDUCAÇÃO BÁSICA (1.º ciclo),Escola Superior de Educação e Comunicação,No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
30,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,Profissionais de saúde,Outra situação,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Outra situação,Ensino secundário - 12.º  ou equivalente,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Trabalhador por conta de outrem,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,FASE 1,0,1 - Concurso nacional de acesso,Unknown,157.5
31,Portugal,Unknown,OLHÃO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato ",Outra situação,Ensino secundário - 12.º  ou equivalente,"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato ",Trabalhador por conta própria como empregador,202324,GESTÃO (1.º ciclo) - Regime Noturno,"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
33,Portugal,Unknown,PADERNE ABF,No,No,Estudante a Tempo Parcial,Outra situação,"Aluno, estudante",Técnicos das tecnologias de informação e comunicação ,Outra situação,Ensino superior - mestrado,Trabalhador por conta de outrem,Professores,Outra situação,Ensino superior - licenciatura,"Directores de hotelaria, restauração, comércio e de outros serviços ",Trabalhador por conta de outrem,202324,GESTÃO HOTELEIRA (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
30,Portugal,Unknown,ALBUFEIRA,No,No,CE / MC,Outra situação,Trabalhador por conta própria como isolado,"Trabalhadores qualificados da impressão, do fabrico de instrumentos de precisão, joalheiros, artesãos e similares",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Outra situação,"Trabalhadores qualificados da impressão, do fabrico de instrumentos de precisão, joalheiros, artesãos e similares",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhadores dos serviços pessoais,Trabalhador por conta de outrem,202324,PSICOLOGIA (1.º ciclo),Faculdade de Ciências Humanas e Sociais,No,Maiores de 23 anos,0,5 -Concurso especial maiores de 23 anos,Maiores de 23 anos ,Unknown
33,Portugal,Unknown,PONTA DELGADA,No,Necessidade de Apoio não especificada,Estudante a Tempo Inteiro,Unknown,"Aluno, estudante",Unknown,Outra situação,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Reformado,"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato ",Outra situação,Ensino superior - mestrado,Professores,Trabalhador por conta de outrem,202324,ARQUITETURA PAISAGISTA (1.º ciclo),Faculdade de Ciências e Tecnologia,No,Reingresso,0,14 - Reingresso,Reingresso,Unknown
32,Portugal,Unknown,QUARTEIRA,No,No,CE / MC,Outra situação,"Aluno, estudante","Directores de hotelaria, restauração, comércio e de outros serviços ",Unknown,Ensino secundário - 12.º  ou equivalente,Trabalhador por conta própria como isolado,"Directores de hotelaria, restauração, comércio e de outros serviços ",Unknown,Ensino secundário - 12.º  ou equivalente,"Directores de hotelaria, restauração, comércio e de outros serviços ",Trabalhador por conta própria como isolado,202324,GESTÃO HOTELEIRA (1.º ciclo),"Escola Superior de Gestão, Hotelaria e Turismo",No,Mudança de Par Instituição/Curso,0,12 - Mudança de curso,Mudança de Par/Instituição curso,Unknown
32,Portugal,Unknown,PORTIMÃO,No,No,CE / MC,Outra situação,Trabalhador por conta de outrem,"Empregados de escritório, secretários em geral e operadores de processamento de dados ",Unknown,Não disponível,Outra situação,Não sabe,Unknown,Não disponível,Não sabe,Outra situação,202324,GESTÃO (1.º ciclo) - Regime Noturno - Portimão,"Escola Superior de Gestão, Hotelaria e Turismo",No,Maiores de 23 anos,0,5 -Concurso especial maiores de 23 anos,Maiores de 23 anos ,Unknown
33,Ucrânia,Portugal,FARO,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Outra situação,Curso Técnico Superior Profissional,Trabalhador por conta própria como empregador,"Especialistas em finanças, contabilidade, organização administrativa, relações públicas e comerciais ",Unknown,Ensino secundário - 12.º  ou equivalente,Não sabe,Outra situação,202324,ENGENHARIA INFORMÁTICA (1.º ciclo),Faculdade de Ciências e Tecnologia,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Unknown,Unknown
51,Portugal,Unknown,FARO,No,No,Candidato a Bolsa (comprovativo na matricula),Outra situação,Trabalhador por conta própria como isolado,Profissionais de saúde,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Reformado,Vendedores,Outra situação,Ensino básico 1.º ciclo - 4.º ano de escolaridade ,Vendedores,Reformado,202324,PSICOLOGIA (1.º ciclo),Faculdade de Ciências Humanas e Sociais,No,Titulares de cursos médios e superiores,0,8 - Concurso especial titulares outros cursos superiores,Titulares de Outros Cursos Superiores,Unknown
30,Portugal,Unknown,OLHÃO,No,No,Estudante a Tempo Inteiro,Outra situação,Trabalhador por conta de outrem,"Directores de hotelaria, restauração, comércio e de outros serviços ",Unknown,Ensino básico 3.º ciclo - 9.º ano de escolaridade ,Trabalhador por conta de outrem,Não sabe,Unknown,Ensino básico 2.º ciclo - 6.º ano de escolaridade ,Não sabe,Desempregado,202324,ENGENHARIA ELETROTÉCNICA E DE COMPUTADORES (1.º ciclo),Instituto Superior de Engenharia,No,Reingresso,0,14 - Reingresso,Unknown,Unknown
